bedrooms,area,bathrooms,price
2,1341,2,9500000
2,1232,2,8800000
3,2365,4,17500000
2,1310,2,6600000
2,1015,2,5000000
3,2264,3,16800000
3,2002,3,12000000
2,1232,2,6960000
2,1195,2,7300000
2,1020,2,4700000
5,5100,6,37500000
2,1061,2,5492000
2,1020,2,4500000
3,2041,3,12800000
2,1232,2,8700000
2,1066,2,5223000
2,973,2,5600000
2,1255,2,8400000
2,1232,2,8300000
3,1832,3,11600000
3,2050,3,12000000
3,1445,2,8669000
3,1445,2,8300000
3,1654,3,9780000
3,1480,3,10000000
3,1450,3,8860000
2,1155,2,6918000
2,1053,2,5300000
2,1195,2,5900000
3,1904,3,12900000
3,1981,3,13400000
2,1155,2,6918000
3,1590,3,10500000
3,2041,3,13800000
3,1100,2,7800000
4,1880,4,15400000
2,1232,2,6961000
3,1748,3,10300000
2,1460,2,8030000
3,1933,3,14000000
2,1030,2,4650000
2,1232,2,6961000
3,1445,2,8956000
2,973,2,5074000
3,1305,2,7700000
2,1165,2,6700000
2,980,2,5100000
2,1232,2,8000000
2,1085,2,4340000
2,950,2,5500000
2,1140,2,5600000
3,1891,3,11000000
2,1165,2,5200000
2,1450,2,8000000
2,1155,2,6918000
3,1936,3,13100000
2,985,2,6700000
2,1425,2,8000000
2,1420,2,7500000
3,1639,3,11000000
3,1639,3,9832000
2,1026,2,6087000
2,1050,2,5000000
2,1400,2,7800000
5,2400,5,16000000
2,1196,2,7174000
2,1500,2,8400000
2,1055,2,5763000
3,1925,2,11400000
2,1400,2,8200000
1,706,1,4824000
2,1257,2,6900000
2,1132,2,6790000
3,1925,3,11000000
2,1257,2,7103000
2,1305,2,7500000
2,1240,2,6500000
2,1108,2,7423000
2,1257,2,6850000
2,1000,2,4800000
2,1063,2,6117000
2,1259,2,6945000
1,711,1,4265000
1,863,1,4055000
3,1715,2,10000000
2,1447,3,7600000
3,2144,3,14000000
2,1108,2,6646000
3,1837,3,11000000
4,3385,4,22000000
2,1181,2,5500000
3,1490,3,8500000
2,1258.5,2,5913500
3,1629,3,7900000
2,1243,2,5800000
2,1234,2,6100000
1,813,1,3900000
2,1200,2,4500000
3,1560,3,7500000
2,755,2,3749000
2,982,2,4765000
3,1650,2,7500000
2,950,2,3900000
3,1756,3,9200000
2,1106,2,4309000
2,1079,2,4100000
3,1265,2,6500000
2,1060,2,3700000
2,1107.83,2,4151000
2,980,2,3819000
3,1250,3,6500000
2,1145,2,4121000
5,2400,3,8000000
2,1000,2,4600000
2,760,2,3749000
2,1150,2,4200000
2,750,2,3749000
1,625,1,2700000
2,1080,2,3800000
2,994,2,4228000
2,1107.83,2,4151000
2,1090,2,4600000
3,1400,3,6300000
3,1557,3,7000000
2,1058,2,4700000
2,1460,2,8050000
2,1156,2,4600000
2,1180,2,5800000
2,1307,2,5160000
2,1357,2,5400000
2,925,2,3800000
2,1272,2,4800000
2,1225,2,4950000
2,1272,2,5150000
2,1272,2,5150000
2,1156,2,4690000
2,1200,2,4500000
2,1254,2,4700000
3,1610,3,6800000
2,1210,2,5000000
2,1357,2,5400000
2,1272,2,5000000
2,1200,2,4500000
2,1025,2,4500000
2,1081,2,5200000
2,1000,2,5000000
2,1500,2,7800000
2,1150,2,5500000
2,1180,2,5000000
2,1200,2,6700000
2,1200,3,7000000
2,1175,2,5200000
1,1351,2,5300000
2,1141,2,4440000
2,1130,2,4230000
3,1725,3,8500000
2,1153,2,6500000
2,1150,2,5311000
2,1123,2,5600000
3,1385,2,6900000
2,1030,2,4935000
2,1018,2,5080000
3,1555,3,7500000
2,1143,2,5300000
2,1100,2,3800000
2,1000,2,5000000
2,1200,2,6800000
2,1200,2,6800000
2,765,2,3749000
2,1081.5,2,3866500
2,1250,2,6000000
2,965,2,3715000
1,583,1,2827500
2,1129,2,4400000
3,1385,2,6925000
2,1165,2,4000000
2,1065,2,5092000
2,1046,2,6000000
2,1400,2,7500000
3,1365,2,6500000
2,1196,2,4480000
2,1263,2,4736000
2,1015,2,3908000
2,1200,2,7300000
2,1250,2,6500000
2,1075,2,5370000
2,980,2,4200000
2,1075,2,5370000
4,2282,4,11500000
2,1206,2,5500000
2,1310,2,6700000
2,1310,2,6000000
2,1020,2,4575000
2,1210,2,6900000
3,1652,3,8500000
2,1161,2,5515000
2,1161,2,5515000
2,1365,2,9200000
2,1243,2,4850000
3,1332,2,8612000
1,615,1,2829000
3,1318,2,8528000
2,1133,2,5200000
2,1016,2,4000000
2,972,2,4000000
2,1161,2,5515000
3,1532,3,9813000
3,1680,3,10100000
2,880,2,5000000
3,1533,3,9818000
2,1040,2,6859000
2,1040,2,6100000
2,1245,2,6200000
3,1311,2,8486000
1,800,1,3999000
2,1364,2,6479000
2,1016,2,4500000
2,1360,2,7761000
2,1170,2,6500000
2,1161,2,5515000
3,1470,2,8422000
2,1161,2,4875000
2,1016,2,3995000
3,2378,3,26200000
3,2376,3,20300000
4,3205,5,38000000
4,3024,5,35000000
5,2400,5,25000000
3,1817,4,15300000
2,1304,2,10000000
3,2480,3,24500000
2,925,2,4650000
3,2480,4,26000000
3,1596,3,7980000
3,1200,2,10000000
4,3205,4,30000000
4,3033,4,32600000
2,600,2,6500000
3,2480,4,26500000
2,925,2,4625000
3,2376,3,24000000
5,1500,6,14500000
3,1250,3,5000000
3,1225,3,4000000
3,1740,3,6000000
2,1170,2,4500000
3,1200,3,5700000
3,1069,2,3800000
2,1095,2,3360000
2,1065,2,3150000
3,1395,2,6300000
2,1065,2,2850000
2,945,2,3500000
2,1003.5,2,2809500
2,1065,2,3375000
1,509,1,2300000
2,1656,2,12000000
2,1194,2,6900000
5,3300,5,24000000
3,1510,2,10500000
3,1427,2,8063000
3,1508,2,11000000
1,460,1,2100000
2,1179,2,4900000
2,950,2,6000000
2,1194,2,7164000
3,1766,3,13000000
3,1689,3,10300000
5,3600,5,18000000
2,1170,2,4800000
2,1250,2,5500000
3,1689,3,10300000
4,2000,4,13000000
2,1250,2,6500000
3,1689,3,10300000
2,1223,2,9300000
3,1919,3,11700000
2,1125,2,5000000
2,1242,2,5100000
3,1823,3,10000000
2,1300,2,3600000
2,1080,2,4320000
2,1100,2,7150000
1,688,1,5000000
2,1255,2,7300000
4,1200,4,7500000
2,1058,2,4800000
2,1375,2,8000000
2,1248,2,6900000
3,1818,3,13500000
2,1225,2,5500000
2,1255,2,7400000
2,1175,2,4500000
2,1255,2,6900000
2,1255,2,6600000
2,1127,2,6500000
2,1200,2,5000000
2,1200,2,7500000
3,1430,2,9000000
2,850,1,3950000
2,1000,2,4500000
4,3560,5,31800000
2,1011,2,3800000
2,1276,2,7600000
2,1500,2,9000000
2,1315,2,6048000
2,1021,2,7600000
1,581,1,2900000
2,935,2,4500000
2,1050,2,12500000
4,1200,4,7500000
3,1260,2,8200000
1,450,1,2000000
2,1231,2,8450000
3,1916,2,15000000
2,1115,2,4460000
6,4400,6,25000000
2,1000,2,6000000
2,1180,2,5200000
2,1000,2,6000000
3,1310,2,6800000
4,4200,4,25500000
2,1050,2,5100000
3,1370,2,8700000
3,1200,3,5612000
3,1548,3,8950000
3,1200,3,6840000
3,1200,3,5612000
3,1200,3,5612000
3,1500,3,6152000
4,5667.5,5,30000000
3,3235,3,23500000
4,3596,5,29000000
3,1920,3,13000000
3,1995,3,13500000
4,3596,5,28200000
3,1918,3,12900000
3,2100,4,14500000
3,1920,3,15000000
3,1920,3,13000000
3,1920,3,15000000
3,2000,4,13800000
4,3596,5,26000000
4,3596,5,27900000
3,2666,4,20000000
5,5384,5,42000000
4,3596,5,29700000
5,5515,6,42500000
3,1920,3,13000000
4,3596,4,26800000
2,1200,2,9300000
2,1128,2,10500000
3,2800,3,33000000
3,1650,3,20000000
2,1210,2,10200000
2,1224,2,10500000
3,2070,3,22500000
1,500,1,7000000
2,1400,2,16800000
4,2400,4,52500000
2,1145,2,10000000
2,1470,2,17000000
3,2700,3,32400000
1,850,1,5700000
8,3250,8,60000000
3,2601,4,31200000
2,1260,2,10000000
3,1740,3,19100000
3,1650,3,22000000
3,1440,3,27500000
2,1475,2,17100000
4,3200,4,44000000
4,4000,4,70000000
1,850,1,6000000
4,2400,4,40500000
5,1800,5,35000000
3,1650,3,20000000
4,2800,4,36500000
2,1260,2,12000000
2,1149,2,13000000
6,2400,6,47500000
3,1850,3,15000000
2,1100,2,7000000
2,940,2,4900000
4,4624.5,4,31450000
2,1078,2,4500000
1,1050,1,4400000
2,1352.5,2,9386500
2,1200,2,6200000
2,1300,2,9087000
3,1315,2,8540000
3,1690,3,11200000
1,750,1,5250000
2,1200,2,7800000
3,1850,2,11000000
2,1100,2,4500000
2,1197,2,4788000
7,2700,4,16000000
2,820,2,4500000
3,1750,3,12300000
1,745,1,3427000
6,1800,6,6800000
2,1150,2,9000000
3,1960,3,13800000
2,1250,2,6000000
3,2400,3,19600000
2,1300,2,9165000
2,1107,2,5700000
2,1250,2,9300000
3,1500,2,10800000
3,1520,3,12500000
2,1405,2,9900000
2,1157,2,7300000
2,1048,2,4400000
2,1150,2,7400000
4,5000,5,25000000
2,1417,2,7500000
3,1590,2,12500000
2,1279,2,7700000
3,1710,3,10700000
3,1396,2,8651000
3,1865,3,12400000
3,1760,3,13900000
2,1290,2,10000000
2,1452.19,2,10000000
3,1798,3,12000000
2,1300,2,8500000
4,3181,4,26050000
3,1950,3,13100000
2,1230,2,7600000
2,1290,2,8000000
3,1760,3,11000000
2,1483,2,9800000
3,1650,3,11100000
3,2423,4,16000000
3,2197,3,13600000
2,1125,2,6500000
2,1230,2,7900000
2,1202,2,7900000
3,1858,3,12300000
3,1785,3,13000000
2,1080,2,6000000
2,1260,2,7119500
3,1816,3,11900000
2,1424,2,8000000
2,1290,2,8500000
2,1300,2,8000000
2,1290,2,8004000
2,1282,2,7200000
3,1660,3,10400000
2,1291,2,7500000
2,1473,2,8500000
3,1660,3,10400000
3,1950,3,13100000
2,1432,2,8500000
3,1710,3,11000000
3,2250,3,16000000
2,1694,2,12500000
2,1400,1,8000000
2,1045,2,7677000
3,2113,3,15500000
3,1932,4,13500000
2,1045,2,5800000
4,1200,4,9000000
2,1020,2,5200000
3,2384,4,16500000
2,790,2,4950000
3,1569,3,11800000
1,600,1,3700000
1,615,1,4600000
2,905,2,5500000
2,1000,2,7000000
1,615,1,4600000
3,1470,2,10200000
2,1244,2,8800000
2,1407,2,9849000
1,1200,2,6600000
2,1045,2,7677000
3,2086,3,16000000
2,1313,2,6800000
1,750,1,4000000
3,1260,2,6000000
2,1020,2,5800000
3,1300,2,6300000
1,775,1,3410000
2,1010,2,5200000
2,1010,2,5200000
2,918,2,5200000
2,918,2,4800000
2,914,2,4700000
2,927,2,5500000
2,920,2,4600000
3,2400,4,13000000
2,918,2,4500000
2,918,2,6320000
2,933,2,4300000
2,918,2,5500000
3,2400,3,14900000
2,937,2,4400000
2,923,2,5000000
3,1221,3,7200000
2,918,2,4900000
2,914,2,4900000
2,918,2,5000000
3,1200,3,6500000
2,914,2,5500000
3,1221,3,7500000
3,1252,3,7000000
2,939,2,3900000
3,1221,3,7000000
2,943,2,4800000
2,918,2,5600000
2,943,2,4950000
3,1300,3,6400000
3,2070,3,16200000
3,1700,3,15500000
3,1100,2,5300000
2,1165,2,4961000
5,5400,4,70000000
4,1500,3,16200000
2,900,2,4000000
3,1989,4,15500000
3,1300,3,6400000
3,1100,3,5300000
2,1277.5,2,5680000
2,930,2,3900000
2,1155,2,4274000
2,1225,2,4655000
2,1100,2,4700000
2,1200,2,7100000
2,750,2,2500000
2,1015,2,4300000
2,1470,2,8600000
1,714,1,2800000
2,1142,2,5100000
2,1115,2,3345000
2,1021,2,4800000
3,1559,3,6931500
2,1035,2,4050000
2,1550,2,7100000
2,1192.5,2,5122000
2,1100,2,4600000
2,1290,2,4902000
2,1100,2,4300000
2,950,2,4000000
2,1156,2,7200000
2,1000,2,6000000
2,1001,2,3000000
2,750,2,4000000
6,2000,6,8500000
2,1000,2,4450000
2,1200,2,4700000
2,1200,1,6500000
2,1076,2,6700000
2,1140,2,4332000
6,4300,6,17500000
2,1200,2,4200000
2,1040,2,5000000
4,1200,4,8300000
2,734,2,2200000
2,1120,2,3600000
2,1150,2,4200000
9,4600,9,20000000
2,1050,2,5500000
2,1057,2,3000000
2,1085,2,4650000
3,1700,3,10500000
2,1200,2,7200000
4,3628,4,24600000
2,2000,2,7500000
2,1100,2,4500000
2,1035,2,4000000
2,1116,2,4500000
2,1290,2,6900000
3,1300,2,5700000
2,866.28,2,3638000
2,1096,2,4300000
2,1204,2,5800000
1,700,1,2150000
2,1205,2,4579000
3,1827,3,9700000
2,1075,2,3225000
2,1100,2,3990000
7,2800,6,11000000
2,1020,2,3900000
2,1200,2,7500000
2,1245,2,6000000
3,1665,3,7000000
3,1532,3,11500000
3,1545,2,6600000
3,1424,2,7500000
2,1257,2,9300000
3,1365,3,8000000
2,1257,2,10500000
2,1184,2,5500000
2,1185,2,5500000
2,1140,2,7800000
3,1762,3,9145000
2,1198,2,5800000
3,1890,4,12700000
4,3750,4,21000000
3,1762,3,11000000
3,1900,3,10800000
2,1314,2,6820000
3,1645,2,8200000
2,1100,2,4500000
2,1314,2,7800000
3,1762,3,11200000
2,1314,2,8300000
1,925,1,4070000
3,1351,2,7800000
2,1010,2,5000000
3,1890,4,12500000
2,1152,2,6100000
2,1394,2,5600000
3,1762,3,11200000
3,1890,4,12500000
2,1088,2,4400000
3,1875,2,11000000
2,1150,2,4200000
3,1762,3,10900000
2,1314,2,8000000
2,1196,2,6000000
3,1280,2,5600000
2,1275,2,5200000
4,2150,4,10000000
2,1150,2,4200000
2,1110,2,5300000
2,1060,2,4800000
2,1063,2,4200000
3,1470,2,7500000
2,1050,2,4800000
2,1132,2,4200000
2,1100,2,5800000
2,1325,2,5000000
2,1200,2,5300000
2,1035,2,4550000
2,1180,1,5000000
2,1140,2,4600000
3,1340,3,6600000
3,1500,3,7500000
2,1215,2,4300000
2,1225,2,4800000
3,1540,3,7500000
2,1240,2,4500000
3,1560,2,7200000
2,1240,2,5858000
2,1000,2,4300000
2,1225,2,4800000
2,960,2,4500000
2,775,2,2950000
3,1455,3,7500000
2,1045,2,5500000
3,1654,3,7000000
2,1106,2,4000000
3,1485,2,7000000
2,1175,2,5000000
2,1105,2,3950000
3,1500,2,7500000
3,1400,2,6800000
2,1150,2,4500000
1,700,1,3800000
1,700,1,3600000
2,950,2,4800000
2,1000,2,6000000
2,950,2,5000000
2,950,2,4700000
3,1150,2,6200000
1,700,1,3500000
2,950,2,4500000
2,950,2,6000000
3,1645,3,10000000
2,1115,2,5000000
3,1220,3,5600000
2,1300,2,6100000
4,1700,4,10800000
3,1342,3,9200000
3,1605,3,10500000
2,1253,2,8150000
2,991,2,6400000
2,1250,2,7800000
6,3381,6,22500000
2,1200,2,5000000
3,1804,3,12000000
3,1425,2,7000000
2,1325,2,7600000
3,1450,2,8500000
2,980,2,4000000
2,1187,2,5200000
2,800,2,3000000
3,1565,3,7800000
1,610,1,3900000
2,1040,2,4500000
3,1450,3,10000000
2,1200,2,4500000
3,1902,3,8900000
2,800,2,4000000
2,1222,2,4800000
2,900,2,4000000
3,1837,2,9500000
3,1510,3,7800000
2,1354,2,7000000
2,1200,3,7000000
2,1354,2,7100000
2,856,2,4000000
2,925,2,4800000
2,925,2,5100000
2,1147,2,5400000
2,925,2,4200000
3,1850,3,9500000
2,925,2,5500000
3,1375,3,7500000
2,820,2,3900000
4,3800,5,30000000
3,1640,3,8800000
2,1080,2,7300000
4,2422,3,15000000
2,1280,2,4800000
2,1198,2,6500000
2,1250,2,6500000
2,1190,2,6000000
2,1086,2,4450000
3,2285,4,16500000
2,1100,2,7000000
2,883,2,4500000
3,1082,2,5600000
2,883,2,4500000
2,883,2,3900000
2,883,2,4500000
2,883,2,3900000
3,1082,2,5500000
2,883,2,3700000
2,883,2,4400000
2,883,2,3700000
2,883,2,3900000
2,883,2,3701000
2,883,2,3900000
2,883,2,4500000
2,883,2,3900000
3,1082,2,5500000
5,2845,5,14000000
5,1666,4,15000000
1,700,1,5900000
2,1200,2,8000000
2,1100,2,6000000
2,1200,1,8100000
4,2900,4,20000000
2,1200,3,8000000
3,1595,3,6500000
2,810,2,2450000
1,657.5,1,1841000
2,674,2,2900000
3,912,2,3900000
2,1156,2,3200000
2,870,2,2400000
2,990,2,3150000
2,930,2,2500000
2,992,2,2579000
2,1030,1,2575000
2,1015,2,3700000
2,1080,2,3199000
2,1415,2,6000000
2,1057,2,3500000
2,982,2,2553000
3,1500,3,6500000
2,985,2,4050000
2,940,2,3500000
1,610,1,1850000
3,1419,3,7500000
1,711,1,3600000
1,711,1,3800000
2,929,2,4600000
1,551,1,3000000
2,1020,2,4283000
3,1699,3,9700000
2,1130,2,4520000
3,1476,3,7500000
2,1295,2,6400000
2,1160,2,4639000
2,1277,2,5500000
2,1151,2,5900000
2,945,2,4700000
3,1254,2,7000000
3,2200,3,12100000
2,1340,2,6500000
3,1450,3,7500000
2,1130,2,4520000
2,1283,2,6800000
4,2130,4,12000000
1,938,1,5000000
1,825,1,3547500
3,1489,2,7000000
3,1477,2,6950000
2,700,2,3600000
3,1665,3,8800000
2,950,2,5700000
4,2250,4,11000000
1,525,1,2600000
1,525,1,2725000
3,1100,2,5800000
1,525,1,3000000
2,1339,2,7500000
3,1100,3,5800000
1,525,1,2600000
3,1843,3,9584000
2,1290,2,7400000
3,1665,3,8658000
3,1542,2,8500000
3,1300,2,6900000
2,900,2,4600000
2,900,2,4600000
2,900,2,4600000
2,1495,2,9000000
3,1560,3,9200000
2,1135,2,5800000
3,1420,2,7500000
1,825,1,3629000
2,983,2,5060000
3,1843,3,9584000
2,1366,3,7685000
1,525,1,2500000
3,2265,3,13600000
3,2200,3,13000000
1,525,1,3000000
2,1051,2,5674000
1,525,1,3000000
3,1300,3,6900000
2,700,2,4000000
1,458,1,1969500
3,1700,3,8800000
4,2775,3,16500000
3,1900,3,9900000
2,1290,2,8000000
3,1868,3,11300000
2,1366,2,8300000
2,700,2,4000000
2,1339,2,7150000
1,670,1,3500000
1,525,1,3000000
3,1498,3,9500000
3,1665,3,8691000
3,1665,3,8658000
1,712,1,3844000
3,1507,2,9500000
2,1339,2,8500000
1,525,1,2700000
1,525,1,2750000
1,525,1,2625000
1,525,1,2600000
3,1050,2,5900000
3,1600,3,9000000
3,1100,3,5657000
3,1843,3,9620000
2,1240,2,6500000
2,700,2,4100000
2,700,1,4100000
3,1100,3,5800000
2,1140,2,6500000
2,700,2,4000000
1,525,1,2601000
2,1322,2,7000000
2,1698,2,10500000
3,1300,3,6900000
3,1300,3,6900000
2,1167,2,6300000
3,1300,3,6900000
2,1430,2,7800000
2,700,2,3600000
3,1100,3,5800000
3,1300,2,6900000
3,2000,3,10500000
2,1200,2,6200000
3,1843,3,9500000
2,900,2,4629000
1,850,1,3732000
1,525,1,3000000
3,1938,3,10500000
3,1843,3,9620000
1,525,1,2600000
2,700,2,3600000
3,1622,3,9500000
2,957,2,5800000
2,957,2,5600000
4,3000,4,20000000
3,1536,3,8900000
4,2400,4,13000000
3,1574,3,9334000
2,957,2,5250000
3,1536,3,10400000
2,957,2,5450000
4,2422,4,13500000
2,957,2,5500000
2,957,2,5600000
3,2500,3,18000000
3,2500,3,19000000
3,1962,3,17500000
2,1057,2,6500000
3,1354,2,9800000
3,1945,3,11500000
3,1960,3,16500000
2,1060,2,5806000
3,1563.05,3,10500000
3,1717,3,9900000
4,3260,4,24000000
2,1349,2,7800000
2,1121,2,7800000
2,1100,2,5000000
2,1200,2,7800000
3,1476,3,8900000
2,1200,2,5000000
3,1719,3,11600000
2,1115,2,5000000
2,1125,2,6120000
3,2170,3,15100000
3,1476,3,9500000
2,1200,2,5030000
3,1787,3,12300000
2,1090,2,5980000
3,1691,3,10400000
4,4260,4,27200000
3,2111,4,12000000
2,950,2,3900000
1,770,1,4382000
2,1147,2,6000000
2,1375,2,7200000
2,1200,2,6000000
4,4260,4,33300000
2,1495,2,8300000
4,4000,4,32500000
3,1225,2,6900000
3,1917,3,13200000
2,1375,2,7800000
4,4408,4,34400000
2,1309,2,9500000
3,1476,3,10500000
2,1158,2,6700000
2,1214,2,6700000
3,2110,4,12000000
2,1495,2,11000000
2,1575,2,8500000
2,1069,2,5500000
2,1100,2,6800000
3,1715,3,11200000
2,1100,2,6500000
2,1230,2,6625000
3,1819,3,15000000
2,1585,2,9000000
2,1245,2,8000000
3,2035,3,14200000
3,1747,3,11000000
2,1377,2,8000000
2,1181,2,6100000
2,1121,2,7500000
3,1925,3,12500000
2,1567,2,9200000
2,1080,2,8000000
2,1101,2,6500000
4,1896,3,12500000
2,1100,2,5800000
3,1570,3,11000000
2,1000,2,5800000
2,1101,2,6600000
4,2507,4,15500000
3,1400,2,7700000
3,1250,2,6875000
3,1245,2,6848000
3,1350,2,8701000
3,1350,2,8099000
3,1365,2,7508000
3,1300,3,7799000
3,1350,2,8099000
3,1390,2,7645000
3,1350,3,7830000
3,1250,2,6875000
3,1300,3,7799000
3,1335,2,7343000
3,1300,3,7799000
3,1300,3,7799000
3,1335,2,7343000
3,1350,3,8099000
2,1250,2,6875000
3,1350,3,8099000
2,1200,2,5200000
2,1020,2,5200000
2,1200,2,4950000
2,945,2,5000000
2,1060,2,4500000
2,1100,2,4600000
2,1185,2,4900000
2,997,2,5300000
2,1060,2,4200000
1,480,1,2500000
2,1125,2,4150000
2,1180,2,6000000
3,1450,3,7500000
2,1066,2,5500000
2,1025,2,6000000
3,1400,3,7500000
2,1015,2,5800000
1,715,1,4500000
2,1150,2,5800000
3,1280,2,6900000
2,870,1,4500000
2,1150,2,6000000
1,700,1,3500000
2,1060,2,5200000
2,1150,2,5700000
3,1720,3,10000000
2,1015,2,6000000
2,750,2,3800000
2,1197,2,5000000
2,1200,2,5800000
2,726,2,3100000
2,1025,2,5700000
3,1082,2,4900000
2,750,2,3600000
2,963,2,4000000
2,726,2,3500000
1,416,1,1950000
2,900,2,4500000
1,502,1,2500000
3,1200,3,6700000
2,725,2,3000000
1,500,1,1700000
1,540,1,2250000
2,750,2,3550000
3,1741,3,8000000
2,1200,2,5800000
2,750,2,3650000
1,416,1,1800000
2,883,2,4900000
2,1052,2,5100000
2,1220,2,6300000
1,1150,1,5200000
2,1192,2,5350000
2,750,2,4000000
2,1035,2,5150000
8,3000,5,13000000
1,410,1,1500000
1,416,1,1719000
5,2500,4,10000000
1,550,1,1675000
2,890,2,3500000
2,883,2,4500000
3,1415,2,6600000
1,930,1,3000000
3,1635,2,7800000
2,1050,2,4300000
2,1007,2,4200000
2,635,1,2200000
2,818,2,2600000
2,1030,2,5000000
2,1200,2,6500000
2,795,2,3200000
2,1302.5,2,4428500
2,800,2,4000000
1,654,1,2200000
2,1060,2,4200000
2,750,2,3300000
2,920,2,3900000
2,985,2,4200000
1,410,1,1500000
2,1120,2,4900000
2,1110,2,4300000
2,1170,2,5000000
2,777.4,2,2500000
2,800,2,3200000
2,950,2,3200000
3,1400,2,4800000
2,800,2,2800000
2,904,2,3000000
2,1000,2,3000000
3,1240,3,4100000
1,600,1,1950000
2,1080,2,3200000
2,1000,2,3400000
2,1015,2,3500000
3,1190,2,5700000
2,995,2,4100000
3,1495,2,7500000
2,1125,2,5200000
2,1150,2,4800000
2,1070,2,4300000
3,1620,2,8500000
2,1026,2,4500000
1,450,1,1800000
2,907,2,3850000
2,1181,2,5700000
2,900,2,4200000
3,1400,3,6600000
2,976,2,5000000
5,2700,4,12500000
2,1299,2,5800000
2,1166,2,5500000
3,1320,3,6500000
2,1117,2,5600000
2,1200,2,5500000
2,1200,2,6000000
3,2120,3,17700000
2,1013,2,5100000
3,1324,3,6500000
2,965,2,3800000
2,866,2,3200000
3,1442,3,8000000
2,1270,2,9800000
2,1200,2,4800000
1,655,1,5300000
3,1820,3,15000000
2,635,1,2800000
3,1200,4,15600000
4,3252,5,33500000
3,2700,4,27000000
3,2392,4,26000000
3,2408,4,26000000
3,2500,4,26000000
3,1620,3,13000000
4,3260,5,38800000
4,3197,5,33500000
2,1490,2,15000000
3,1909,3,8800000
2,1170,2,5199000
2,650,2,2800000
2,1140,2,5066000
2,1200,2,5333000
3,1934,3,15000000
1,540,1,3600000
3,1559,3,12700000
2,1190,2,5066000
2,1140,2,5066000
3,1559,3,12000000
1,700,1,3084000
2,1250,2,5555000
2,1200,2,5333000
2,952,2,4900000
1,700,1,3084000
2,1250,2,5555000
7,2456,7,8500000
2,1140,2,5066000
2,1140,2,5066000
3,2791,3,22300000
2,884,1,5800000
4,1200,4,12500000
4,1200,2,13000000
3,2400,2,18000000
3,1423,2,8500000
2,1320,2,16500000
2,1253,2,10200000
3,1580,3,16000000
4,3500,5,42500000
2,1005,1,11000000
3,2292,4,27500000
2,1290,2,10000000
2,1300,2,11000000
2,1325,2,11900000
2,1140,2,7520000
2,1260,2,10000000
3,1975,3,21000000
2,1900,2,20000000
3,2292,3,28600000
3,2300,3,29000000
2,1320,2,15000000
2,1320,2,11000000
4,5985,4,77500000
3,2246,3,30000000
2,1083,2,10000000
3,1744,3,20000000
2,1180,2,12800000
2,1320,2,16000000
2,1370,2,12500000
2,1100,2,8500000
2,1249,2,16500000
2,1200,2,10000000
3,2223,3,30000000
3,1744,4,21000000
3,1866,4,24500000
2,1320,2,16000000
2,1350,2,10300000
4,6000,4,62500000
2,1320,2,16000000
3,1710,3,21000000
2,1355,2,9500000
3,1600,3,17000000
2,1260,2,10000000
2,1206,2,4823000
2,1100,2,4000000
2,1197,2,4788000
2,1197,2,4780000
2,1070,2,4279000
2,1070,2,3860000
3,1485,2,5940000
3,1215,2,4860000
3,1404,2,5615000
2,1200,2,5100000
3,2400,2,15000000
3,1828,3,11000000
2,1186,2,5800000
3,1847,3,10500000
5,9600,5,55000000
3,1435,3,7000000
2,1187,2,5800000
3,1847,3,11000000
3,1460,3,7100000
2,1185,2,5900000
3,1436,3,7000000
3,1462,3,7100000
3,1790,3,10500000
2,1070,2,4550000
2,1145,2,5600000
4,3401,5,23000000
2,1455,2,6900000
1,627,1,3000000
2,1302,2,6850000
3,1760,3,11100000
2,1185,2,5800000
1,1500,1,7500000
2,1075,2,5300000
3,1790,3,9700000
4,2700,4,17500000
3,1786,2,10600000
3,1787,3,10700000
2,1141,2,5400000
3,1760,3,11000000
2,1160,2,5700000
2,1095,2,5500000
2,1142,2,5600000
2,1074,2,5400000
2,1285,2,6000000
2,1075,2,5300000
2,1140,2,5600000
2,1400,2,7000000
2,1140,2,5600000
3,1787,3,12000000
2,1185,2,5900000
3,1790,3,10500000
2,1130,2,5500000
2,1094,2,5400000
3,1170,3,8000000
2,1400,2,6500000
2,1195,2,5900000
3,1790,3,12000000
3,1454,3,7150000
2,1152,2,5350000
2,1027,2,4300000
2,1092,2,4400000
2,1027,2,4300000
2,1092,2,4400000
2,1143,2,5500000
2,1024,2,4400000
3,1600,3,7900000
2,1027,2,4200000
2,1076,2,5000000
2,1027,2,4400000
2,1084,2,5300000
2,1300,2,5600000
2,1027,2,4400000
3,1245,2,6000000
2,1027,2,4400000
2,1110,2,4600000
4,2100,3,11400000
2,1027,2,4400000
1,720,1,3300000
2,1027,2,4400000
2,1162,2,5200000
2,1041,2,5300000
3,1535,3,8300000
3,1535,3,8500000
3,1535,3,8600000
3,1564,2,9200000
2,1238,2,5500000
3,1335,3,8900000
1,703,1,5200000
3,1535,3,8600000
3,1532,3,8300000
2,1113,2,5000000
2,1185,2,5000000
2,1215,2,4500000
2,812,2,3825000
2,1547,2,10300000
2,1336,2,8600000
3,1919,3,12100000
2,1464,3,5600000
3,1535,3,8500000
3,1850,3,12000000
2,940,2,6957000
2,1215,2,4496000
2,1164,2,7500000
2,1183,2,7954000
3,1850,3,11000000
2,1183,2,7954000
2,1200,2,4440000
